0, -82.5, -177.5, Ross Sea, Arctic: Within the Antarctic Circle, South Polar Gyre Current
624, -27.5, 2.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Benguela Cold Current
625, -27.5, 7.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Benguela Cold Current
626, -27.5, 12.5, Atlantic Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Benguela Cold Current
627, -27.5, 37.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Mozambique Current
628, -27.5, 42.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, East Madagascar Warm Current
629, -27.5, 47.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Mozambique Current
630, -27.5, 52.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, East Madagascar Warm Current
631, -27.5, 57.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Mozambique Current
632, -27.5, 62.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Aguascalientes Warm Current
633, -27.5, 67.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, East Madagascar Warm Current
634, -27.5, 72.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Indian Monsoon Current
635, -27.5, 77.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Western Australia Cool Current
636, -27.5, 82.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, South Equatorial Current
637, -27.5, 87.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, South Equatorial Current
638, -27.5, 92.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, West Wind Drift
639, -27.5, 97.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Western Australia Cool Current
640, -27.5, 102.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Western Australia Cool Current
641, -27.5, 107.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Western Australia Cool Current
642, -27.5, 112.5, Indian Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Western Australia Cool Current
643, -27.5, 157.5, Coral Sea, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, East Australian Warm Current
644, -27.5, 162.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, East Australian Warm Current
645, -27.5, 167.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, East Australian Warm Current & Tasman Current
646, -27.5, 172.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Tasman Current
647, -27.5, 177.5, Pacific Ocean, Temperate Zone: Between the Tropic of Capricorn and the Antarctic Circle, Tasman Current
648, -22.5, -177.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
649, -22.5, -172.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
650, -22.5, -167.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
651, -22.5, -162.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
652, -22.5, -157.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
653, -22.5, -152.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
654, -22.5, -147.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, East Australian Warm Current
655, -22.5, -142.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
656, -22.5, -137.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
657, -22.5, -132.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
658, -22.5, -127.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
659, -22.5, -122.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
660, -22.5, -117.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
661, -22.5, -112.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
662, -22.5, -107.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
663, -22.5, -102.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
664, -22.5, -97.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
665, -22.5, -92.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
666, -22.5, -87.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
667, -22.5, -82.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
668, -22.5, -77.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
669, -22.5, -72.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
670, -22.5, -37.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Brazilian Warm Current
671, -22.5, -32.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
672, -22.5, -27.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
673, -22.5, -22.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
674, -22.5, -17.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
675, -22.5, -12.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
676, -22.5, -7.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
677, -22.5, -2.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
678, -22.5, 2.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
679, -22.5, 7.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
680, -22.5, 12.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
681, -22.5, 37.5, Mozambique Channel,Tropical: between the Tropic of Capricorn and the Equator, Mozambique Current
682, -22.5, 42.5, Mozambique Channel,Tropical: between the Tropic of Capricorn and the Equator, East Madagascar Warm Current
683, -22.5, 52.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, East Madagascar Warm Current
684, -22.5, 57.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, East Madagascar Warm Current
685, -22.5, 62.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, East Madagascar Warm Current
686, -22.5, 67.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Mozambique Current
687, -22.5, 72.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current & South Equatorial Current
688, -22.5, 77.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, East Madagascar Warm Current
689, -22.5, 82.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, East Madagascar Warm Current
690, -22.5, 87.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, ndian Monsoon Current
691, -22.5, 92.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Western Australia Cool Current
692, -22.5, 97.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Western Australia Cool Current
693, -22.5, 102.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Western Australia Cool Current
694, -22.5, 107.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Western Australia Cool Current
695, -22.5, 112.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Western Australia Cool Current
696, -22.5, 152.5, Great Barrier Reef,Tropical: between the Tropic of Capricorn and the Equator, East Australian Warm Current
697, -22.5, 157.5, Coral Sea,Tropical: between the Tropic of Capricorn and the Equator, East Australian Warm Current
698, -22.5, 162.5, Coral Sea,Tropical: between the Tropic of Capricorn and the Equator, East Australian Warm Current
699, -22.5, 167.5, Coral Sea,Tropical: between the Tropic of Capricorn and the Equator, East Australian Warm Current
700, -22.5, 172.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Tasman Current
701, -22.5, 177.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Lunwei Current
702, -17.5, -177.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
703, -17.5, -172.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
704, -17.5, -167.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
705, -17.5, -162.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
706, -17.5, -157.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Lunwei Current & South Equatorial Current
707, -17.5, -152.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
708, -17.5, -147.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
709, -17.5, -142.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
710, -17.5, -137.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
711, -17.5, -132.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
712, -17.5, -127.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
713, -17.5, -122.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
714, -17.5, -117.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
715, -17.5, -112.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
716, -17.5, -107.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
717, -17.5, -102.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
718, -17.5, -97.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
719, -17.5, -92.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
720, -17.5, -87.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
721, -17.5, -82.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
722, -17.5, -77.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
723, -17.5, -72.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, Peru Cold Current (Humboldt Current)
724, -17.5, -37.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Brazilian Warm Current
725, -17.5, -32.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
726, -17.5, -27.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Brazilian Warm Current
727, -17.5, -22.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
728, -17.5, -17.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
729, -17.5, -12.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
730, -17.5, -7.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
731, -17.5, -2.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
732, -17.5, 2.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
733, -17.5, 7.5, Atlantic Ocean,Tropical: between the Tropic of Capricorn and the Equator, Benguela Cold Current
734, -17.5, 42.5, Mozambique Channel,Tropical: between the Tropic of Capricorn and the Equator, East Madagascar Warm Current
735, -17.5, 52.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Mozambique Current & East Madagascar Warm Current
736, -17.5, 57.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Mozambique Current & Somali Current
737, -17.5, 62.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, East Madagascar Warm Current
738, -17.5, 67.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current & South Equatorial Current
739, -17.5, 72.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current
740, -17.5, 77.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current & Southwest monsoon drift
741, -17.5, 82.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
742, -17.5, 87.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Somali Current
743, -17.5, 92.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Western Australia Cool Current
744, -17.5, 97.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Western Australia Cool Current
745, -17.5, 102.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Western Australia Cool Current
746, -17.5, 107.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
747, -17.5, 112.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Western Australia Cool Current
748, -17.5, 117.5, Indian Ocean,Tropical: between the Tropic of Capricorn and the Equator, Western Australia Cool Current
749, -17.5, 147.5, Coral Sea,Tropical: between the Tropic of Capricorn and the Equator, East Australian Warm Current
750, -17.5, 152.5, Coral Sea,Tropical: between the Tropic of Capricorn and the Equator, East Australian Warm Current
751, -17.5, 157.5, Coral Sea,Tropical: between the Tropic of Capricorn and the Equator, East Australian Warm Current
752, -17.5, 162.5, Coral Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
753, -17.5, 167.5, Coral Sea,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
754, -17.5, 172.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
755, -17.5, 177.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
756, -12.5, -177.5, Pacific Ocean,Tropical: between the Tropic of Capricorn and the Equator, South Equatorial Current
